DR.M.IQBAL CHK.	17	18.96253	72.831779	16060
A.H.ANSARI CHK./ NEW NAGPADA	17	18.966419	72.832466	16069
BYCULLA STN(E)	17	18.97613	72.833321	16246
JAIHIND CINEMA	17	18.985687	72.835403	1067
JAIHIND CINEMA	17	18.984207	72.835732	16219
SANT JAGNADE CHK.	17	18.993813	72.836456	1043
MADKEBUWA CHK.	17	19.002674	72.838684	3219
MADKEBUWA CHK.	17	19.004309	72.841049	2179
MADKEBUWA CHK.	17	19.005968	72.838394	2092
HINDMATA CINEMA	17	19.010183	72.842293	35091
KHODADAD CIRCLE	17	19.019796	72.848991	35105
KHODADAD CIRCLE	17	19.019114	72.849022	35184
JAGATDEV.N.VARMA CHK/KAPOLE NIWAS	17	19.02354	72.851898	26067
MAHESHWARI UDN.	17	19.028233	72.8563	26133
MAHESHWARI UDN.	17	19.026651	72.855003	14015
MAHESHWARI UDN.	17	19.027218	72.856903	14157
MAHESHWARI UDN.	17	19.028486	72.856506	14161
LOKMANYA TILAK HOSPITAL	17	19.037317	72.860573	14085
LOKMANYA TILAK HOSPITAL	17	19.035952	72.858276	14117
LOKMANYA TILAK HOSPITAL	17	19.036051	72.860069	37046
LOKMANYA TILAK HOSPITAL	17	19.034887	72.859924	37292
LOKMANYA TILAK HOSPITAL	17	19.037025	72.861221	37027
EVERARD NGR.	17	19.050882	72.874748	37099
PRIYADARSHANI	17	19.052576	72.879356	37279
PRIYADARSHANI	17	18.956787	72.799484	37244
BACKBAY DEPOT	17	18.909609	72.816856	37362
PRESIDENT HOTEL	17	18.939194	72.835632	37067
CUFFE PARADE MACCHIMARNGR.	17	18.939463	72.835587	16235
WORLD TRADE CENTRE	17	18.939283	72.835304	16090
S.G.BARVE MARG NAKA	17	19.057512	72.887726	16059
VIKHROLI VILLAGE	17	19.103519	72.929955	16067
R.T.O.OFFICE	17	19.073248	72.910378	16245
RAMABAI NGR.	17	19.078346	72.915817	16086
GODREJ SOAP CO.	17	19.093155	72.925697	1090
VIKHROLI POLICE STN.	17	19.12056	72.936905	1031
KANJUR MARG VILLAGE	17	19.130093	72.941505	3217
BHANDUP PUMPING CENTRE	17	19.155003	72.955956	2176
BHANDUP PUMPING CENTRE	17	19.155518	72.957146	2089
BHANDUP PUMPING CENTRE	17	19.15452	72.957901	35088
BHANDUP PUMPING CENTRE	17	19.154991	72.955956	35111
KANNAMWAR NGR.-1/PRAVIN HOTEL	17	19.116287	72.935196	35178
RANI LAXMIBAI CHK.	17	19.045509	72.864853	18157
RANI LAXMIBAI CHK.	17	19.045702	72.865051	26064
RANI LAXMIBAI CHK.	17	19.044558	72.862648	26129
RANI LAXMIBAI CHK.	17	19.044476	72.864166	14014
RANI LAXMIBAI CHK.	17	19.040998	72.862572	14156
RANI LAXMIBAI CHK.	17	19.045036	72.863998	14160
RANI LAXMIBAI CHK.	17	19.043642	72.864525	14084
RANI LAXMIBAI CHK.	17	19.043512	72.864525	14116
RANI LAXMIBAI CHK.	17	19.044748	72.864449	14012
MITHAGAR	17	19.16535	72.964607	37293
MITHAGAR	17	19.165461	72.96386	37028
CHHEDA NGR.	17	19.068562	72.903679	37100
DR.SHYAMAPRASAD MUKHERJI CHK.	17	18.926397	72.831284	37280
DR.SHYAMAPRASAD MUKHERJI CHK.	17	18.9263	72.831314	2133
DR.SHYAMAPRASAD MUKHERJI CHK.	17	18.925882	72.833031	2176
DR.SHYAMAPRASAD MUKHERJI CHK.	17	18.926554	72.831665	2092
AMAR MAHAL	17	19.066744	72.899666	2002
AMAR MAHAL	17	19.066284	72.900078	6062
LOKSHAHIR SATHE UDN./SUMAN NGR.	17	19.054932	72.88459	10125
LOKSHAHIR SATHE UDN./SUMAN NGR.	17	19.054201	72.883522	11333
HUTATMA CHK./MUMBAI UNIVERSITY	17	18.930857	72.83139	11332
HUTATMA CHK./MUMBAI UNIVERSITY	17	18.929291	72.829613	11055
HUTATMA CHK./MUMBAI UNIVERSITY	17	18.929459	72.829514	10080
MAHATMA PHULE MARKET	17	18.944876	72.834015	6225
MAHATMA PHULE MARKET	17	18.947033	72.835518	6220
Y.B.CHAVAN PRATISHTHAN/MANTRALAYA	17	18.925547	72.825844	26128
DNYANSADHANA COLLEGE,KOPARI	17	19.183533	72.965179	26137
LOUISWADI	17	19.195473	72.96228	26147
CADBURY JN.(THANE)	17	19.203951	72.968605	26148
MARATHON CHK.(TEEN HATH NAKA)	17	19.187374	72.963081	26018
MARATHON CHK.(TEEN HATH NAKA)	17	19.187008	72.963837	26066
JIJAMATA BHOSLE MARG JN.	17	19.070313	72.90831	1098
JIJAMATA BHOSLE MARG JN.	17	19.070295	72.908356	26178
ANAND NGR.POLICE CHKY	17	19.16996	72.967064	2117
NITIN CO.JUN.	17	19.199154	72.962845	7285
VAKOLA POLICE STN.	18	19.082102	72.846336	7286
VAKOLA POLICE STN.	18	19.080153	72.850906	7289
KALINA	18	19.077785	72.861908	7305
DOMESTIC AIRPORT JUN.	18	19.094265	72.851585	7309
SHIVAJI NGR.JN.	18	19.062334	72.916595	7318
SHIVAJI NGR.JN.	18	19.062628	72.916771	7260
VASHI BUS STN.	18	19.074617	72.99807	7249
VASHI BUS STN.	18	19.075455	72.996819	7250
VASHI BUS STN.	18	19.075583	72.996964	7252
NERUL NAKA	18	18.980366	72.834908	7131
NERUL NAKA	18	19.046835	73.024277	7134
NERUL NAKA	18	19.048101	73.021851	7135
C.B.D. BELAPUR BUS STN.	18	19.025312	73.041786	7264
JIJAMATA BHOSLE MARG JN.	18	19.070313	72.90831	7162
JIJAMATA BHOSLE MARG JN.	18	19.070295	72.908356	7163
SASOON DOCK	21	18.915407	72.825371	7167
STRAND CINEMA	21	18.918058	72.828049	7168
COLABA DEPOT	21	18.920923	72.830475	7182
CHH. SHIVAJI TERMINUS	21	18.941612	72.834496	7183
CHH. SHIVAJI TERMINUS	21	18.940708	72.833214	7082
CHH. SHIVAJI TERMINUS	21	18.940971	72.834654	7083
MAHATMA PHULE MARKET	21	18.944876	72.834015	7089
MAHATMA PHULE MARKET	21	18.947033	72.835518	7115
CHAKALA MARKET	21	18.949423	72.834663	7040
ZAKERIA MASJID	21	18.953514	72.833633	7060
ZAKERIA MASJID	21	18.952717	72.833473	7063
ZAKERIA MASJID	21	18.93692	72.837151	7049
JOHAR CHK.	21	18.959036	72.831696	7050
JOHAR CHK.	21	18.958059	72.830978	1171
DR.M.IQBAL CHK.	21	18.96253	72.831779	1174
RAM GANESH GADKARI CHK.	21	19.026056	72.840736	1177
RAM GANESH GADKARI CHK.	21	19.026182	72.840919	1184
RAM GANESH GADKARI CHK.	21	19.026299	72.840881	1185
RAM GANESH GADKARI CHK.	21	19.023678	72.839142	1211
CITYLIGHT CINEMA	21	19.029787	72.841522	1102
CITYLIGHT CINEMA	21	19.031595	72.841423	1109
SHITALADEVI TEMPLE	21	19.036247	72.842293	1124
R.C.CHURCH	21	18.899797	72.81385	1161
PILOT BUNDER	21	18.904688	72.815895	1162
AFGHAN CHURCH	21	18.906887	72.816582	1163
COLABA BUS STN.	21	18.912884	72.822807	1164
COLABA BUS STN.	21	18.912088	72.821983	1168
COLABA BUS STN.	21	18.913555	72.822182	1148
SWAMI D.SARASWATI CHK.	21	18.936926	72.83683	1149
SWAMI D.SARASWATI CHK.	21	18.934168	72.83799	1150
N.M.JOSHI MARG POLICE STN.	21	18.985987	72.831886	1151
LOWER PAREL STN.	21	18.997154	72.831169	1048
DEEPAK CINEMA	21	19.005774	72.830872	1052
DEEPAK CINEMA	21	19.006023	72.831871	1054
DEEPAK CINEMA	21	19.005552	72.830872	1055
JAKHADEVI/ DADAR POLICE STN.	21	19.015068	72.834175	1059
KHERWADI JN.	21	19.062098	72.846237	1060
CARDINAL G.SCHOOL/TEACHER'S CLY.	21	19.067871	72.846336	1071
VILE PARLE SUB-WAY	21	19.092073	72.845963	1072
GUJRAT SCTY./DAYALDAS RD.	21	19.096962	72.850937	1089
SATHE COLLEGE	21	19.097403	72.849342	1074
HANUMAN SCTY.BLDG NO.5	21	19.104788	72.852257	1086
MATRUCHAYA	21	19.103544	72.849693	1033
SUBHASH MARG	21	19.106863	72.852036	1001
GARWARE CHK./ KOLDONGRI NO.2	21	19.110453	72.851456	1002
SHIVAJI CHK.	21	19.112165	72.849152	1003
SHIVAJI CHK.	21	19.175854	72.937706	1026
SHIVAJI CHK.	21	19.110094	72.849327	1041
VIJAY NGR.SCTY.	21	19.114187	72.847626	3217
AGARKAR CHK.	21	19.11935	72.848656	3218
BYCULLA STN.(W)	21	18.976004	72.83197	3118
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.011959	72.83242	3130
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.010387	72.831314	3135
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.009813	72.833488	3040
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.008375	72.832977	3043
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.01145	72.832619	3080
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.009249	72.832329	3005
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.011055	72.832047	3007
VAKOLA POLICE STN.	21	19.082102	72.846336	3009
VAKOLA POLICE STN.	21	19.080153	72.850906	33058
PARLE TILAK SCHOOL	21	19.10326	72.848373	25341
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.011959	72.83242	7005
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.010387	72.831314	7008
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.009813	72.833488	7030
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.008375	72.832977	7032
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.01145	72.832619	16239
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.009249	72.832329	16242
PAREL S.T.DEPOT/SANT ROHIDAS CHK.	21	19.011055	72.832047	16244
P.THAKRE CHK.	21	19.019676	72.836227	16126
P.THAKRE CHK.	21	19.019878	72.837334	16130
DHANMILL NAKA	21	19.008354	72.830627	16140
DHANMILL NAKA	21	19.008266	72.830605	16145
RANADE RD.	21	19.022549	72.838699	16177
MARATHA CLY.	21	19.073475	72.846558	16168
NEW AGRIPADA	21	19.087132	72.844002	16040
PARLESHWAR MANDIR	21	19.102907	72.845741	16055
VISHAL HALL/PRAKASH STUDIO	21	19.118822	72.850708	16059
NATRAJ STUDIO	21	19.117611	72.853783	16005
CHAKALA	21	19.115229	72.858482	16012
CHAKALA	21	19.111752	72.860275	25354
CHAKALA	21	19.113113	72.859016	25248
CHAKALA	21	19.113188	72.858978	16011
CHAKALA	21	19.115179	72.85865	3103
NELCO	21	19.117029	72.862625	3106
MAROL DEPOT	21	19.312304	72.853432	7343
DOMESTIC AIRPORT JUN.	21	19.094265	72.851585	3123
VILEPARLE STN(E)/DINANATH NATYAGRUH	21	19.099136	72.844269	3051
DR.SHYAMAPRASAD MUKHERJI CHK./REGAL	21	18.925713	72.833389	3052
RESERVE BANK	21	18.932894	72.836052	7263
S BRIDGE/MANDLIK CHK.	21	18.980328	72.831787	25341
BAWLA MASJID	21	18.994511	72.831291	25354
MILAN SUB-WAY	21	19.090374	72.843651	25247
KALA NGR.	21	19.053562	72.847046	7063
KALA NGR.	21	19.054684	72.847603	25248
KALA NGR.	21	19.053537	72.84713	25340
KALA NGR.	21	19.053568	72.848831	25034
KALA NGR.	21	19.056322	72.846184	25036
CHH. SHIVAJI TERMINUS(BHATIA)	21	18.939077	72.835609	29168
A.H.ANSARI CHK.	21	18.970737	72.831413	29044
A.H.ANSARI CHK.	21	18.968761	72.833145	29255
A.H.ANSARI CHK.	21	18.970007	72.832787	29297
A.H.ANSARI CHK.	21	18.973822	72.832375	29165
COLABA BUS STN.	21	18.912884	72.822807	29111
COLABA BUS STN.	21	18.912088	72.821983	16235
COLABA BUS STN.	21	18.913555	72.822182	19331
VAKOLA POLICE STN(HANUMAN MANDIR)	21	19.078608	72.846687	16090
COM.GULABRAO GANACHARYA CHK.	21	18.991287	72.831367	16059
COM.GULABRAO GANACHARYA CHK.	21	18.985889	72.831665	16130
DR.SHYAMAPRASAD MUKHERJI CHK.	21	18.926397	72.831284	16055
DR.SHYAMAPRASAD MUKHERJI CHK.	21	18.9263	72.831314	19179
DR.SHYAMAPRASAD MUKHERJI CHK.	21	18.925882	72.833031	3124
DR.SHYAMAPRASAD MUKHERJI CHK.	21	18.926554	72.831665	3106
DEEPAK CINEMA	21	19.005774	72.830872	7008
DEEPAK CINEMA	21	19.006023	72.831871	16140
DEEPAK CINEMA	21	19.005552	72.830872	16168
MAHATMA PHULE MARKET	21	18.944876	72.834015	3051
MAHATMA PHULE MARKET	21	18.947033	72.835518	3123
A.H.ANSARI CHK.	21	18.970737	72.831413	3103
A.H.ANSARI CHK.	21	18.968761	72.833145	7005
A.H.ANSARI CHK.	21	18.970007	72.832787	7093
A.H.ANSARI CHK.	21	18.973822	72.832375	7032
A.H.ANSARI CHK./ NEW NAGPADA	21	18.966419	72.832466	7241
MAHIM	21	19.041056	72.840836	7261
MAHIM	21	19.040657	72.841019	7060
MAHIM ( PARADISE )	21	19.039532	72.841499	19326
MAHIM ( PARADISE )	21	19.041449	72.84063	19172
MAHIM ( PARADISE )	21	19.12101	72.875519	18090
COLABA BUS STN./POST OFFICE	21	18.911091	72.820908	18100
